from,to,x1,y1,z1,x2,y2,z2,th1_a,th2_a,th1_b,th2_b,dTh1,dTh2,dZ,dist_xyz,rep,time_ms
E2,T3,207.0,-192.0,28.0,175.0,-8.0,25.0,-81.14223010514085,91.11833911238998,-52.601651287123126,129.94443805183695,28.54057881801773,38.82609893944698,3.0,186.78597377747613,1,452.30918512876514
E2,T3,207.0,-192.0,28.0,175.0,-8.0,25.0,-81.14223010514085,91.11833911238998,-52.601651287123126,129.94443805183695,28.54057881801773,38.82609893944698,3.0,186.78597377747613,2,438.1950845517182
E2,T3,207.0,-192.0,28.0,175.0,-8.0,25.0,-81.14223010514085,91.11833911238998,-52.601651287123126,129.94443805183695,28.54057881801773,38.82609893944698,3.0,186.78597377747613,3,425.2736902924401
E2,T4,207.0,-192.0,28.0,175.0,-8.0,147.0,-81.14223010514085,91.11833911238998,-52.601651287123126,129.94443805183695,28.54057881801773,38.82609893944698,119.0,221.45202640752692,1,773.2630407477004
E2,T4,207.0,-192.0,28.0,175.0,-8.0,147.0,-81.14223010514085,91.11833911238998,-52.601651287123126,129.94443805183695,28.54057881801773,38.82609893944698,119.0,221.45202640752692,2,817.5616281995351
E2,T4,207.0,-192.0,28.0,175.0,-8.0,147.0,-81.14223010514085,91.11833911238998,-52.601651287123126,129.94443805183695,28.54057881801773,38.82609893944698,119.0,221.45202640752692,3,830.1175690223602
E2,T5,207.0,-192.0,28.0,330.0,-5.0,25.0,-81.14223010514085,91.11833911238998,-30.63151571123601,69.42528215850687,50.51071439390485,21.6930569538831,3.0,223.84592915664112,1,501.77896770601876
E2,T5,207.0,-192.0,28.0,330.0,-5.0,25.0,-81.14223010514085,91.11833911238998,-30.63151571123601,69.42528215850687,50.51071439390485,21.6930569538831,3.0,223.84592915664112,2,489.6156900777249
E2,T5,207.0,-192.0,28.0,330.0,-5.0,25.0,-81.14223010514085,91.11833911238998,-30.63151571123601,69.42528215850687,50.51071439390485,21.6930569538831,3.0,223.84592915664112,3,465.67260622583956
E2,T6,207.0,-192.0,28.0,330.0,-5.0,147.0,-81.14223010514085,91.11833911238998,-30.63151571123601,69.42528215850687,50.51071439390485,21.6930569538831,119.0,253.4935896625396,1,750.9031453040568
E2,T6,207.0,-192.0,28.0,330.0,-5.0,147.0,-81.14223010514085,91.11833911238998,-30.63151571123601,69.42528215850687,50.51071439390485,21.6930569538831,119.0,253.4935896625396,2,780.999757783109
E2,T6,207.0,-192.0,28.0,330.0,-5.0,147.0,-81.14223010514085,91.11833911238998,-30.63151571123601,69.42528215850687,50.51071439390485,21.6930569538831,119.0,253.4935896625396,3,797.5229844880195
E3,E1,-207.0,-342.0,28.0,207.0,-342.0,28.0,-122.91269320332108,3.9492909450046634,-60.5427438858443,3.9492909450046634,62.36994931747678,0.0,0.0,414.0,1,503.590625522773
E3,E1,-207.0,-342.0,28.0,207.0,-342.0,28.0,-122.91269320332108,3.9492909450046634,-60.5427438858443,3.9492909450046634,62.36994931747678,0.0,0.0,414.0,2,545.677713621062
E3,E1,-207.0,-342.0,28.0,207.0,-342.0,28.0,-122.91269320332108,3.9492909450046634,-60.5427438858443,3.9492909450046634,62.36994931747678,0.0,0.0,414.0,3,546.5462544870676
E3,E2,-207.0,-342.0,28.0,207.0,-192.0,28.0,-122.91269320332108,3.9492909450046634,-81.14223010514085,91.11833911238998,41.77046309818023,87.16904816738531,0.0,440.33623516581054,1,807.9322078481896
E3,E2,-207.0,-342.0,28.0,207.0,-192.0,28.0,-122.91269320332108,3.9492909450046634,-81.14223010514085,91.11833911238998,41.77046309818023,87.16904816738531,0.0,440.33623516581054,2,760.9281905801881
E3,E2,-207.0,-342.0,28.0,207.0,-192.0,28.0,-122.91269320332108,3.9492909450046634,-81.14223010514085,91.11833911238998,41.77046309818023,87.16904816738531,0.0,440.33623516581054,3,773.988575448142
E3,E4,-207.0,-342.0,28.0,-207.0,-192.0,28.0,-122.91269320332108,3.9492909450046634,-175.44815568334178,91.11833911238998,52.5354624800207,87.16904816738531,0.0,150.0,1,779.6202585705373
E3,E4,-207.0,-342.0,28.0,-207.0,-192.0,28.0,-122.91269320332108,3.9492909450046634,-175.44815568334178,91.11833911238998,52.5354624800207,87.16904816738531,0.0,150.0,2,761.2860920547963
E3,E4,-207.0,-342.0,28.0,-207.0,-192.0,28.0,-122.91269320332108,3.9492909450046634,-175.44815568334178,91.11833911238998,52.5354624800207,87.16904816738531,0.0,150.0,3,834.0153366773712
E3,T1,-207.0,-342.0,28.0,290.0,-200.0,25.0,-122.91269320332108,3.9492909450046634,-59.224278860592435,57.034975047121236,63.68841434272865,53.08568410211657,3.0,516.896508016837,1,532.1916607404705
E3,T1,-207.0,-342.0,28.0,290.0,-200.0,25.0,-122.91269320332108,3.9492909450046634,-59.224278860592435,57.034975047121236,63.68841434272865,53.08568410211657,3.0,516.896508016837,2,552.8136696880293
E3,T1,-207.0,-342.0,28.0,290.0,-200.0,25.0,-122.91269320332108,3.9492909450046634,-59.224278860592435,57.034975047121236,63.68841434272865,53.08568410211657,3.0,516.896508016837,3,538.1251153146761
E3,T2,-207.0,-342.0,28.0,290.0,-200.0,147.0,-122.91269320332108,3.9492909450046634,-59.224278860592435,57.034975047121236,63.68841434272865,53.08568410211657,119.0,530.4092759369881,1,820.6979330811641
E3,T2,-207.0,-342.0,28.0,290.0,-200.0,147.0,-122.91269320332108,3.9492909450046634,-59.224278860592435,57.034975047121236,63.68841434272865,53.08568410211657,119.0,530.4092759369881,2,814.1201357881571
E3,T2,-207.0,-342.0,28.0,290.0,-200.0,147.0,-122.91269320332108,3.9492909450046634,-59.224278860592435,57.034975047121236,63.68841434272865,53.08568410211657,119.0,530.4092759369881,3,796.9449266817339
E3,T3,-207.0,-342.0,28.0,175.0,-8.0,25.0,-122.91269320332108,3.9492909450046634,-52.601651287123126,129.94443805183695,70.31104191619795,125.99514710683229,3.0,507.43373951679644,1,1034.1056922671592
E3,T3,-207.0,-342.0,28.0,175.0,-8.0,25.0,-122.91269320332108,3.9492909450046634,-52.601651287123126,129.94443805183695,70.31104191619795,125.99514710683229,3.0,507.43373951679644,2,1090.4941636398225
E3,T3,-207.0,-342.0,28.0,175.0,-8.0,25.0,-122.91269320332108,3.9492909450046634,-52.601651287123126,129.94443805183695,70.31104191619795,125.99514710683229,3.0,507.43373951679644,3,1106.2855940527388
E3,T4,-207.0,-342.0,28.0,175.0,-8.0,147.0,-122.91269320332108,3.9492909450046634,-52.601651287123126,129.94443805183695,70.31104191619795,125.99514710683229,119.0,521.1919032371858,1,1114.2924786793797
E3,T4,-207.0,-342.0,28.0,175.0,-8.0,147.0,-122.91269320332108,3.9492909450046634,-52.601651287123126,129.94443805183695,70.31104191619795,125.99514710683229,119.0,521.1919032371858,2,1073.7457631656355
